text	label
帮 我 达 5 月 20 号 的 闹铃 全部 删除 ， 然后 建 一个 5 号 9 点 的 闹铃	4
播放 日本 动漫 片 航海王 第 500 集中 间 的 片段	0
今天 的 法治 新闻 给 我 预约 播放	11
我 想要 看 青春 无季 第 5 集	5
在 日历 里查 下 2 月 22 日 和 2 月 24 日 哪天 是 农历 正月初 6 呢	8
过 完 元宵节 是 什么 节	8
王宝 强演 的 那个 士兵 突击 给 我 放 一下	5
播放 爱情 剧 我 可能 不会 爱 你	5
查 一下 到 贵阳 的 汽车票 还有 没有	7
丁伟杰 的 杰出 体育 中午 12 点 开始 快调 到 体育台	3
请 给 我 找 军人 题材 的 剧 吧 有 个 韩国 爱情片 太阳 的 后裔	5
葫芦 节是 什么 时候	8
想要 看春暖花 又 开	5
开启 试衣间 灯光	2
准备 出门 ， 帮 我 关掉 空调 吧	2
5 月 24 号 沈阳 紫外线 强不强 啊	6
宝宝 睡 了 ， 帮 我 把 电视 声音 开 小点 吧	2
有没有 比较 伤感 的 歌曲 随机 来 一首 啊	1
空调 冷气 的 风速 放 最大	2
上周五 有 更新 神武 天尊 吗 我 想 看 剪辑版 的	0
今天 不用 再 通知 我换 手机 壳 了	4
查询 延安 是否 正在 刮 大风	6
播放 大理 最近 一周 的 紫外线 指数	6
提前 帮 我 把 浴室 的 浴霸 打开 吧	2
郑州 明天 是 晴天 吗	6
看看 去 野三坡 景区 的 路 怎么 走	7
小鱼儿 与 花无缺 就 范冰冰 那个 播出 一下	5
放 苏打 绿 的 我 好想你	1
2019 年 都市 爱情 电视剧 亲爱 的 ， 热爱 的 花絮 播放 一下	0
能 不能 让 我 知道 到 扬州 的 高铁 是 几点 的 呢	7
循环 收听 频率 是 九 八点 二 的 山东 人民 广播电台 经济 台	3
马上 放 香港 喜剧 侠女 闯天关	5
我 想 知道 大前天 是 星期 几	8
21 世纪 黄晓明 拍 的 剧 随便 来 一个 播放	5
找 一首 专辑 死 不 回头 里 的 歌 播放	1
我要 看 纪录片 走进 毛泽东	0
找 一首 2011 年 的 英文 情歌 播放 呢	1
电风扇 风速 怎么 低 了 ， 帮 我 开大 一点 。	2
7 点 了 找 都市 夜归人 听听	3
看个 喜剧电影 吧 ， 夏洛特 烦恼 。	5
我 想 找 下 2011 年 发生 的 洛阳 性 奴案 的 视频	0
新闻台 的 福建 新闻广播 找 出来	3
我要 查明 天去 北京 的 卧铺票	7
帮 我 设置 今天 晚上 8 点 参加 舞会 的 提醒 。	4
看看 济南 发 往 沈阳 的 大巴 明天 有没有 票	7
小寒 是 农历 的 什么 时候	8
无锡 的 气候变化 稳定 吗	6
关晓彤 出演 的 电视剧 我 就是 这般 女子 播放 一下 吧	5
播放 王者 荣耀 的 解说 视频	0
4 月 2 号 南京 东到 西安 西站 的 火车票 还有 吗	7
今年 马丽演 的 那个 电视剧 播放 一下 吧	5
周日 有 海洋 的 文艺 之声 吗	3
能 把 吻 别的 英文版 给 我 听 一下 吗	1
我 想 看 希林娜 依高 在 创造 营 2020 唱 的 喜欢 你 的 视频	0
要 听 蚌埠 经济 广播 给 我 拨 一下 104 点 2	3
来个 电影吧 ， 汤 唯 主演 的 电影 黄金时代 。	5
午休 时 就 听慧楠 的 长三角 先锋派 吧 ， 了解 了解 时事	3
今天下午 三点 的 提醒 给 我 删除	4
一千零一夜 这个 剧给 我 连 着 上次 看到 的 地方 播放 吧	5
祭 谷神节 是 农历 的 哪天	8
我 需要 你 帮 我 新建 一个 9 点 看 阅兵 直播 的 备忘录	4
你 是不是 能 把 斗破 苍穹 这个 玄幻剧 全集 给 我 播放 呢	5
英雄 联盟 的 比赛 视频 给 我 找 一下	0
今天下午 有雨 吗 用 收 衣服 不	6
张楠 主持 的 音乐 之声 给 我 播出 一下 呢	3
今天上午 还有 到 牡丹江 的 火车票 吗	7
帮 我 切换 到 浴霸 制热 模式	2
近期 台湾 有 刮过 台风 吗	6
清明节 是 周几 ？	8
告诉 我 最快 去 一班 去 乌鲁木齐 的 经济舱 机票 还有 几张	7
把 电视 声音 调大 一些	2
明天 天气 怎么样 ， 打算 去 爬山 呢	6
放 一首 励志 的 水手 拯救 我 吧	1
秦 俊杰 的 天衣无缝 麻烦 放 一下	5
陈坤 和 赵薇 周迅 主演 的 电影 可以 播放 吗	5
下 一首 播放 张雨生 的 大海	1
大连 后天 会 出现 刮风 情况 吗	6
来 一首 适合 看书 的 时候 听 的 纯音乐	1
请 帮 我 将 5 月 10 号 晚上 的 提醒 全部 删除	4
后天 17 点 40 的 闹铃 你 现在 可以 给 我定 好 吗	4
太小 了 空调 风速 调 至 最高	2
查 一下 还有 飞 俄罗斯 哪里 的 飞机票	7
90 年代 中国 大陆 的 电视剧 找 一个 看吧	5
贵阳 现在 适合 穿 什么 衣服 去	6
现在 给 我 设 一个 今天 早上 六点 的 闹钟	4
早上 6 : 10 从 营口 出发 的 火车票 有没有 站票	7
快给我 打开 自动 报警 系统 啊	2
把 风扇 调 到 三档 可以 吗	2
哪天 是 祭 敖包 节	8
我 现在 要 听子君 主持 的 疯子 和 傻子	3
廊坊 周六 湿度 如何	6
创建 周二 下午 2 点去 打球	4
帮 我 设置 个 周一 上午 8 点半 办理 社保卡 的 闹钟 。	4
提醒 我 周二 上午 8 点去 医院 复查 。	4
立刻 设 一个 四月 二十九 号 早上 六点 的 闹钟	4
外边 几级 风 啊	6
创建 周二 上午 10 点去 踢球 的 日程	4
可不可以 帮 我 找 下 2020 年 陈卓璇 在 创造 营 2020 成团 夜 的 视频	0
帮 我 看看 洗衣机 里 的 衣服 还要 多久 洗 好	2
我 周六 上午 9 点 逛街 买 衣服 记得 提醒 我	4
我 想 继续 看 那个 林心如 演 的 电视剧	5
几月 几号 是 植树节	8
5 月 2 号 杭州 没有 风 吧	6
帮 我 导航 到 迎泽区 中正 天街	7
调小到 百分之 10 我 说 的 空调 风速	2
帮 我 查询 一下 到 大连 的 高铁 票	7
现在 放 一下 2019 年 以后 美国 的 动作片	5
晚 21 : 10 你 不要 忘记 提醒 我 电冰箱 ， 有 辣白菜 拿 出来	4
明天 海淀 可能 会 下雨 吗	6
我 想 听 70 年代 的 纯音乐	1
给 我 看 一下 万圣节 是 几月 几日	8
给 我 开开 空气净化 机 。	2
怎么 去 人民大会堂 啊	7
明天 提醒 我 去 公司 拿 行李 在 下午 3 点 的 时候	4
明早 六点 打开 电饭煲	2
电烧 水壶 可以 工作 了	2
快点 快点 说 一下 15 点有 临沂 始发 的 特快 吗	7
怎么 到 涟水 法院 查 一下	7
我要 看 血族 帮 我播 一下	5
去 重庆 南岸区 怎么 走	7
有没有 泰国 的 喜剧 播放 呢	5
查看 一下 昨天 应该 是 什么 节日	8
李佳奇 在 电视 上 做 带货 直播 帮 我 找 找	11
能 不能 每天 提醒 我 运动	4
帮 我 查查 三亚 飞 沈阳 的 航班 还有 没有 头等舱 座位 票	7
给 我 放 一首 九十年代 的 《 过把瘾 》	1
随机 播放 Private   Corner 里面 的 歌曲 呢	1
福建 上 月 刮 台风 了 吗	6
香港 90 年代 的 恐怖片 来 一个 可以 吗	5
今天 晚上 我 有 提醒 要 去 阿姨 家	4
从 我 这儿 怎么 到 乌 山镇	7
帮 我定 一个 明天 早上 5 点 起床 的 闹钟	4
空气 净化器 现在 打开 吧 ， 房间 好久 没有 通风 了	2
10 月 1 日 从 北京 去 洛杉矶 的 航班 在 什么 时候 。	7
可以 把 后天 上午 的 闹钟 全部 打开 吗	4
来 一个 频率 是 八七 点 九 的 中国国际广播电台 轻松 调频	3
有点 冷 啊 让 浴霸 切换 成 暖风 模式	2
播放 甄 嬛 传 的 有声 小说	9
我想查 敦煌 是不是 沙尘暴 多发 的 城市 。	6
查 一下 五四 青年节 是 星期 几	8
前天 的 游戏 讲解 视频 话 320 抽 88 个 皮肤 给 我 找 一下 吧	0
地板 打蜡机 帮 我 打开 。	2
说 说 中国 的 阴历 2 月 17 日 是 星期 几 呢	8
帮 我 搜 搜 去年 的 青年节 是不是 农历 8 月 22 日	8
今年 的 几月 几号 是 仲夏 节	8
闹钟 过 10 分钟 再响	4
今年 的 清明节 是 周几	8
帮 我 在 爱奇 艺里 找 下 BTV 档案 这部 纪录片	0
显示 给 我 看看 开往 宿州 的 动车 哪天 有 呀	7
查询 播放 未来 一周 廊坊 天气状况	6
这时候 把 风扇 调成 直 吹风 好不好 呀	2
深圳 DYG 比赛 的 视频 帮 我 找 一下	0
给 我 找 抗战 片 黑狐 看看	5
查找 动漫 开心 超人	0
明天 早上 六点 喊 我 起床 ， 我要 赶 飞机	4
查找 动漫 犬夜叉	0
能 播放 一个 2017 年 的 歌曲 吧	1
找 几个 姚明 的 NBA 比赛 视频	0
记得 给 我建 一个 备忘录 9 月 8 号 去 军营	4
告诉 我 这个 月 有 哪些 节日	8
我 想 知道 今天 湖南 的 风向 。	6
我 想 请 你 帮 我查 阴历 9 月 11 是 阳历 几号	8
播放 保定 城市 服务 广播 乐动 RADIO 正在 播放 的 节目	3
循环 的 播放 陆游 的 诗词	9
找 一 找 动漫 天空 之 城	0
空调 风速 太 大 ， 调低 一点儿	2
导航 到 北京西站	7
明天 邢台 会 降雨 吗	6
查 一下 是否 明日 有雪	6
今天 昌吉 最高 气温 多少	6
中央人民广播电台 在 FM101 点 8 吧 调过去 啊	3
你 能 给 我 找 一个 2020 年 比较 火 的 爵士乐 听 吗	1
我 需要 你 在 三点 的 时候 告诉 我要 出门 买花	4
找到 怎么 去 肯德基 大润发 店	7
锁上 主卧 的 智能 门锁 。	2
交通 类 的 羊城 交通 广播电台 可以 播放 吗	3
义乌 会下 冰雹 吗	6
我 想 看 2021 年乐高 游戏 的 解说 视频	0
王俊凯 参演 的 综艺 恰好 是 少年 给 我 播放 一下	0
单曲 循环 刘若英 的 后来 。	1
空调 的 通风 模式 打开 了 吗	2
我 想 听 专辑 鸽子 里面 的 任意 一首歌	1
15 号 江门 那边 空气 湿度 大不大 啊	6
现在 有点 发热 了 ， 帮 我 把 取暖器 降 一度 吧	2
空调 调高个 5 度	2
五一 我 想 和 小丽 坐火车 去 丽江 ， 你 看 还有 没有 火车票	7
郭京 飞演 的 我 是 余欢 水 给 我 放	5
是不是 能查 下 南京 飞往 悉尼 的 航班 哪天 有票	7
冰箱 冷藏室 温度 设置 成 5 度 吧	2
国产 动漫 全职 法师 帮 我 找 出来	0
附近 的 天然气 加油站 怎么 走	7
我下 周四 要 去 天津 出差 帮 我 看 一下 火车票	7
给 我播 今天下午 三点 的 女子单打 乒乓 日 比赛	0
只 为 那一刻 与 你 相见 从 第 3 集 开始 按 顺序 播放	5
帮 我定 一个 13 号 上午 10 点 游泳 训练 的 闹钟 。	4
言情剧 乌鸦 小姐 与 蜥蜴 先生 播放 给 我 吧	5
要 看 马丽 作为 女主角 的 喜剧电影 呢	5
我要 收听 中央人民广播电台 的 中国 高速公路 交通广播	3
亲 ， 思思 的 健康 天天 帮 节目 ， 在 石家庄 新闻广播 播出 ， 放 这个	3
马上 给 我 讲 一个 农夫 和 蛇 的 寓言	9
给 我 找 那英 2019 年 天津 演唱会 的 视频	0
查询 一下 100 米 内 的 饭店	7
能 不能 来 一个 喜剧 甲方乙方	5
下周 去 漠河 出差 请 帮 我 查询 下周一 的 天气 怎么样 ？	6
能 不能 把 窗帘 打开 ， 这 阳光 需要 进来	2
明天 的 日历表 是 多少 号	8
能 不能 来 一个 美国 的 科幻 战争片	5
日本 动漫 元气 少女 缘 结神 第二季 给 我 找 一下	0
放小 一点 空调 风速 吧	2
明天 是 我 妈 的 生日 ， 是 农历 多少 日 啊	8
麻烦 继续 听 那 首蛮 治愈 的 永不 失联 的 爱	1
马上 告诉 他 今年 的 阴历 9 月 12 日 是 几月 几号 啊	8
今年 的 几月 几号 是 宠物 节	8
我 想 听 遇龙 的 主题曲 遇萤	1
我 想 看 一个 林心如 演 的 电视剧 的 第一集	5
查询 去年 中国 传统节日 端午节 是 星期 几 啊	8
放 一下 张韶涵 在 2021 年春 晚上 唱歌 的 视频	0
提醒 我 明天 上午 8 点送 孩子 去 幼儿园 的 闹钟	4
查一查 去 长沙 的 二等 座	7
东莞 现在 气温 多少 热不热 啊	6
辛苦 将 12 号 13 点 的 闹钟 关掉	4
帮 我查 一下 宝鸡 下 周五 晚上 需不需要 多加 衣物 防寒保暖 。	6
我 想要 一首 凤凰 传奇 的 2015 年 的 歌曲	1
播 一下 晚上 20 点 更新 的 月光 变奏曲 精简 花絮	0
6 号 下午 3 点半 陪 孩子 上 数学课 的 行程 创建 一下 。	4
我能 不能 继续 看 甄 嬛 传 啊	5
关掉 按摩椅 。	2
大陆 近几年 的 偶像剧 来 一个 看看 呢 ， 太 狗血 那种 就算 了	5
青年节 是 五月 几号	8
帮忙 定 一个 周六 上午 10 点去 口腔 门诊 复诊 的 闹钟 。	4
不要 忘 了 在 今天下午 3 点 通知 我 去 参加 毕业 论文答辩 哟	4
能否 帮 我 查查 开往 株洲 的 高铁 今天 有票 吗	7
请 你 帮 我 把 空调 温度 再 往 低调 3 度	2
无锡 紫外线 指数 是 多少 。	6
查 一下 周三 是不是 父亲节	8
帮 我 导航 去 郑州 的 路线	7
能 不能 给 我 来 一个 频率 是 九五 点五 的 重庆 交通 电台	3
现在 帮 我 转到 北京 财经 电台 的 新闻	3
帮 我查 一下 周四 去 上海 的 机票	7
设定 个 8 号 下午 3 点 左右 去 飞机场 的 闹铃 。	4
按 时间 顺序 播放 王磊 在 济南 经济 广播 的 节目	3
麻烦 帮 我 打开 电视机 。	2
看看 北京 到 沈阳 的 D6 次列车 还有 没有 二等 座	7
能 不能 让 我 知道 今天 有 南昌 飞来 北京 的 飞机 不	7
重庆 近期 有雨 吗	6
大前天 是 什么 节日 啊	8
晚上 9 点 建立 提醒 去 拿 发票	4
昨天 是 礼拜 几来 着 ， 忘记 了	8
放 动漫 哈尔 的 移动 城堡	0
继续 播放 西游记 这个 玄幻剧 吧	5
下周一 是 几号 了	8
查询 周六 延安 有 大风 吗	6
关闭 车库 自动门	2
帮 我 设 一个 明天 下午 去 门头沟 的 备忘录	4
银行 休假日 是 农历 的 哪天	8
收听 音乐 类 的 孝感 电台 交通 音乐台 一个 行不行 哇	3
查 一下 五一 假期 的 机票	7
放 一下 杨幂 2020 电视剧 的 幕后 花絮	0
刘亦菲 的 相关 视频 找 一下	0
提醒 我 下周一 早上 9 点 的 飞机	4
查询 杭州 温差 这 几天 大 么	6
是不是 能 把 武林 外传 这个 喜剧 播放 一下 呢	5
风速 调成 7 哈	2
现在 去 徐州 的话 穿 单褂 冷不冷	6
适合 运动 听的歌 随机 播放 一个 吧	1
帮 我 看看 中国 传统节日 端午节 是 农历 多少 号 啊	8
我 听 周日 晚 7 点 的 城市 大人物	3
让 我 知道 明天 有 青岛 飞 首尔 的 飞机 吗	7
你 帮 我 改 一下 7 月 10 号 到 8 月 10 号 的 提醒	4
后天 下午 4 点 的 那个 提醒 能 不能不要 提醒 了	4
看看 湛江 去 江门 的 大巴 是 12 点 30 的 不	7
查询 然后 告诉 我 明天 有 北京 飞 莫斯科 的 飞机 吗	7
播放 一下 白狐 的 人生	5
查询 明天 10 点飞 南京 的 机票 还有 没有 了	7
播放 张译演 的 鸡毛 飞 上天	5
去年 京都 雾 霾 严重 吗	6
单曲 循环 俄文 歌 喀秋莎 。	1
拨到 FM97 点 4 的 北京人民广播电台 音乐台	3
设置 一个 明天 下午 3 点去 美容院 的 闹钟	4
查询 南昌 去往 郑州 的 客车 哪天 有票 呢	7
帮 我 播放 一个 都 不能 少 的 大结局	5
你 必须 给 我 调 回到 中央广播电台 的 文艺 之声	3
泰国 猴子 的 自助餐 是 农历 的 哪天	8
给 我 找 一下 范晓萱 的 《 健康歌 》	1
海淀 室外 穿衣 指数 多少	6
怎么 驾车 到 高泽 乡镇	7
所有 碗 已经 洗完 了 ， 把 洗碗机 关上 。	2
播放 一下 陪 你 一起 长大 的 第 29 集行 不	5
将 今天 9 点 的 闹钟 关掉	4
你 能 给 我 来 一首 治愈 的 古典音乐 吗	1
周日 海南 会 降雨 吗	6
怎么 坐车到 五一广场	7
尽快 帮 我 设置 周二 下午 5 点钟 去 妈妈 家 吃饭 的 闹钟 。	4
王一博 的 歌曲 MV 帮 我 搜索 一下	0
有 好听 的 吉他 弹唱 吗 ， 帮 我 随机 播放	1
我 想 看 撒 贝宁 明星 大 侦探 里 的 搞笑 视频	0
不要 提醒 我 明天 上午 10 点去 换 电池	4
我 想 听 青藏高原 了 ， 韩红 版本 的	1
播放 一下 国创 动漫 灵笼	0
都市 792 频率 89.9 帮 我 放 一下	3
最近 鹿特丹 湿度 多少	6
告诉 我下 冰箱 过期 食物 可以 不 可以 呢	2
明天 早上 9 : 30 不要 喊 我查 文件 了	4
能 来 几首 治愈 系 的 2021 年 新歌 吗	1
我 想 看 2016 年 出 的 动漫 片大虞 海棠	0
赶快 查查 去往 青岛 的 磁悬浮列车 是 13 点 的 吗	7
看 5 月 24 日 晚上 九点 的 王者 荣耀 游戏 解说	0
今天下午 3 点半去 修 电脑 记得 提醒 我 一下 。	4
怎么 到 三亚 人民政府	7
频率 是 一零 二点 七 的 广州 人民 广播电台 金曲 广播	3
循环 收听 中国 之声 ， 王莹 主持 的	3
找 一下 杰克逊 的 经典 摇滚音乐 现场表演 片段	0
我要 听 周深 的 无所畏惧	1
2021 年 最火 的 西班牙语 歌曲 来 一首 呢	1
上个月 的 4 号 是 周几	8
我 现在 要 听 罗泽中 主持 的 岁月 静好	3
这个 烤肉 有点 没熟 ， 得 调高 电烤箱 的 温度 。	2
循环 播放 徐梓淳 的 嫌 晚 。	1
你 帮 我 查查 宁波 去 北京 的 飞机 是 几点 的 啊	7
麻烦 告诉 我下 月 8 号 是 周几	8
后天 杭州 会 下雨 吗	6
唉 你 给 我 把 温度 调低 就 这屋 空调 的	2
是不是 能 来 一个 大陆 的 历史剧 不要 偶像剧	5
5 月 25 日 发布 的 英首相 约翰逊 明年 7 月 结婚 的 新闻 视频 再 给 我 放下	0
我 需要 你 看 下 南昌 昨天 的 湿度 是 多少	6
能 给 我 放 一首 凤凰 传奇 唱 的 最 炫 民族 风 吗	1
是否 能 把 频率 是 九 四点 八 的 梅州 电台 继续 听	3
我 想 试试 蒸 烤箱 的 纯蒸 模式 行不行 呢	2
我 想 看 今天 发生 的 新郎新娘 婚 车上 吵架 的 视频	0
我 一会儿 就要 听 中央 广播 的 文艺 之声	3
给 我 打开 台湾 的 爱情 剧 我 可能 不会 爱 你	5
查 一下 8 月 1 日 是 什么 节日	8
找 2020 年 12 月 20 日 英雄 联盟 比赛 的 视频 来看	0
查查 后天 到底 是 几月 几日	8
飞往 悉尼 的 航班 哪天 有票 呢	7
今年 的 七夕节 是 周几	8
2021 年 全国 女子 体操 锦标赛 前三名 的 精彩 片段 视频 给 我 回放 一下 吧	0
能 来 一个 香港电影 甜蜜蜜 吗	5
未来 三天 文登 天气 晴 吗	6
找 一个 吓人 的 日本 恐怖电影 看吧	5
今年 10 月 1 号 是 星期 几	8
想 看 美国 爱情片 怦然心动	5
麻烦 请 告诉 我 知道 春节 应该 是 农历 多少 呀	8
详细 播报 明早 大连 的 天气情况	6
还 能 找到 5 月 15 日 何必 解说 的 只用 一轮 积分 获得 MV   P 的 9 游戏 视频 吗	0
赶快 告诉 我 中国 传统节日 端午节 是 多少 号 啊	8
提醒 我 周日 下午 一点 去 练球 。	4
是否 能够 给 我 播放 一个 娄艺潇 主演 的 爱情 公寓 呢	5
今天 有 佛山 始发 到 珠海 的 大巴 吗	7
2021 年 评分 最高 的 推理 电影 选 几个	5
我 需要 听 一会 郝迪 主持 的 都市 之声	3
六一 儿童节 在 星期 几	8
找到 并且 播放 王茜演 的 月 是 故乡 明	5
莫文蔚 的 歌曲 MV 帮 我 搜索 一下	0
点 一首 邓丽君 的 月亮代表 我 的 心	1
放 那英 的 春暖花开	1
放 频率 是 一零 四点 四 的 山东 人民 广播电台	3
李若彤 出演 的 仙侠 剧 随即 来 一部 播放 一下 可以 不	5
给 放 歌舞升平 这个 相声 来 听 一下	9
你 给 我 播放 一下 新闻 类 的 990 新闻 频率 呢	3
给 我订 几张 上海 到 北京 的 机票	7
我 想 知道 去 天津 的 经济舱 机票 还有 吗	7
帮 我 查询 明天 西安 室外 温度 多少度	6
这个 月 的 26 号 是 周几	8
给 我 调去 大林 在 FM93 点 7 主持 的 大林 评论	3
给 我 单曲 循环 贾 斯汀 比伯 的 baby	1
我 现在 想 听 一首 欢快 的 日语 歌	1
古天乐 主演 的 香港电影 反贪 风暴 播放 一下 吧	5
植树节 是 星期 几	8
问问 你 知道 农历 7 月 7 是 什么 节日	8
冰箱 的 保鲜 模式 是否 开启	2
大后天 开始 温度 会 越来越低 不	6
我 确定 我 就要 打开 电脑	2
广播剧 破云 的 预告 帮 我 播放	9
我 要定 一个 14 号 晚上 8 点 跟 老公 一起 吃饭 的 闹钟 。	4
1 点 25 倍速 放给 我 风筝 是 悬疑片 那个	5
请 你 帮 我 查查 劳动节 是不是 5 月 2 日	8
5 月 21 日 播放 的 哥斯拉 模式 发现 C4 的 这个 游戏 视频 给 我 打开 下 吧	0
帮 我定 周一 晚上 十点 的 闹钟	4
去 郑州 的 走 高速 怎么 走	7
把 空气 净化器 打开	2
帮 我 找 一个 音乐台 CNR 音乐 之声 吧	3
想 午睡 会儿 ， 帮 我 把 空调 切换 到 睡眠 模式 吧	2
这里 到 人民 医院 的 路线 是 什么	7
星期 几是 情人节	8
上海 飞 纽约 的 飞机 是 今天 的 吗	7
帮 我 把 收音机 打开 听下 广播 吧	2
天灸 日 是 农历 的 哪天	8
可不可以 帮 我 把 空调 温度 调到 20 度 呀	2
等会儿 提醒 我 明天 去 买 蟑螂 药	4
薛之谦 的 歌曲 MV 帮 我 搜索 一下	0
准备 给 孩子 做 蛋糕 ， 帮 我 切换 到 烘焙 模式 行 吗	2
麻烦 播放 大海 航行 靠 舵手 ， 要 合唱 的	1
历史 题材 ， 周润发 主演 的 电影 孔子	5
在 明天 3 : 30 的 时候 闹铃 响起	4
速度 点 的 查查 大后天 是 个 什么 节假日 呢	8
是不是 能 给 我 随机 来 一首 凤凰 传奇 的 歌	1
我 想 看 2020 年 单依纯 在 中国 好 声音 唱 的 寻找 失联 的 爱 的 视频	0
怎么 坐车到 南宁 火车站 啊	7
7 月 1 日去 长沙 最 便宜 的 汽车票 是 哪 一趟 。	7
是否 能 把 教育 类 的 广东 人民 广播电台 教育 之声 播放 出来	3
放 2019 年 邓超 主持 的 奔跑 吧 兄弟	0
有 下午 5 点 一品 天下 吧 找 去 听	3
可不可以 让 洗衣机 切换 到 漂洗 功能 呢	2
能 把 张东 主持 的 音乐 之声 给 我 播放 么	3
帮 我 找到 王月 的 岷江 排行榜	3
找 一首 怀旧 歌曲 听	1
找 出来 鹿晗 跳舞 的 视频	0
你 是不是 能 给 我 来 一首 搞笑 的 日语 歌 呢	1
记得 在 6 月 5 号 喊 我 和 朋友 去 环球 影视城 玩	4
请问 冬至 是 几号	8
是不是 能 给 我 来 一个 推理 电视剧 无证 之罪	5
下 月 有 雪 吗	6
晚上 睡觉 记得 把 电视 关 了 。	2
帮 我 查询 端午节 在 星期 几	8
能 不能 随机 给 我 点播 一个 黄龄 的 歌曲 啊	1
人体 传感器 打开	2
单曲 循环 播放 李健 的 抚仙湖 。	1
农历 的 哪天 是 蚂 拐节	8
能 找 一个 2008 年 的 古装 偶像 看看 不	5
重庆 穿衣 指数 多少	6
能 查看 一下 6 月 12 和 7 月 12 都 是 星期 几 吗	8
请 重复 收听 频率 是 一零 七点 三 的 市民 热线	3
有 90 年代 的 经典歌曲 来 一首 吧	1
90 年代 之后 战争片 随机 播放 一个 吧	5
怎么 开车 到 南安 去 啊	7
林俊杰 的 修炼 爱情 很火 ， 现在 放 一下	1
请 告诉 我 如何 才能 步行 去 海边 呢	7
我 想 听 一 听 薛之谦 最火 的 歌曲 呢	1
我 需要 一个 偶像剧 去年 的 看一看	5
能 把 空调 设 为 最大 空调 风速 不	2
我 想 看 陈伟霆 演古剑 奇谭 的 个人 花絮 视频	0
语音 报 一下 礼拜 几是 9 月 的 13 日	8
现在 马上 给 我订 五张 明天 早上 杭州 飞 成都 的 机票	7
放 一个 周星驰 导演 的 电影 的 幕后 花絮	0
帮 我 把 电风扇 的 风速 调到 二挡	2
查 一下 怎么 去 美国 加州 坐 公交 还是 火车	7
播放 《 潇洒走 一回 》 ， 叶倩文 唱 的 啊	1
播放 南京 地区 频率 为 八九点 七 的 CityFM 音乐 广播	3
找出 拾光里 的 我们 让 我 回忆 一下	5
帮 我 放 一下 律动 下午茶	3
找 苏州 曲艺 广播 按 顺序 播放 里面 的 越剧 节目	3
小米 MIX   FOLD 的 开箱 视频 找 一下	0
6 月 13 号 是 农历 的 哪天	8
客厅 的 灯太亮 了 ， 降低 下 亮度 吧	2
天灸 日 是 什么 时候	8
我 是 真的 想要 知晓 2021 年 的 青年节 是不是 农历 8 月 12 啊	8
请 在 明天 晚上 9 点 提醒 我 抢 鞋	4
给 我 放才涛 的 先 听 为 快 帮 我 调下 频道 找 一下	3
两点 的 时候 需要 通知 我 打 王者	4
给 我 讲讲 潘多拉 这个 故事	9
立刻 给 我 搜下 中国 的 阴历 12 月 1 日 是 星期 几 呢	8
播放 纪录片 舌尖 上 的 中国 第三集	0
把 答案 告诉 我 飞往 瑞典 的 航班 明天 有票 不	7
放 一个 麻宁 的 交通 新闻	3
告诉 我 昨天 是 几号 呀	8
明天 晚上 8 点 跟 妈妈 视频 聊天 的 闹钟 帮 我 开启 一下 。	4
快点 说 说 星期二 是 几号 呢	8
今天上午 一直 放 刘德华 的 恭喜发财	1
现在 我 想要 了解 阴历 12 月 11 是 阳历 几号	8
今年 的 仲夏 节是 农历 的 哪天	8
暖风 再 调低 2 度热死 了	2
秋分 具体 是 哪一天	8
今年 的 冬至 是 什么 时候	8
我要 看 1986 年 的 动漫 超级 肥皂 就 一集 给 我 循环 播放	0
给 我 找到 FM96 点 6 的 中央人民广播电台	3
能 设置 未来 30 天 每天 提醒 我 签到 的 提醒 么	4
查询 后天 哪些 地区 会 刮 台风	6
找 我 找 一下 吴磊演 的 旋风 少女 播放 一下 呢	5
空气 静 化器 调 到 自动 模式 行不行 呢	2
教育 类 的 广东 人民 广播电台 教育 之声 可以 播放 一下 吗	3
把 浴霸 切换 到 吹风 功能 可以 不 可以	2
我 想 听 FM103.9 新闻 晚 知道	3
内地 剧 一起 同过 窗 带有 人生哲理 ， 让 我 感受一下 吧	5
给 我 放 一个 明道 的 偶像剧 幕后 花絮	0
能 营造 浪漫 氛围 的 歌曲 可以 随机 播放 一首 不	1
麻烦 回访 一下 凌晨 四点 十分 的 世界 看 湖南	11
回答 我 去 海口 的 机票 还有 吗	7
那个 1 : 35 叫 我 去 上课 的 提醒 帮 我 删除 了 吗 ？	4
请 帮 我 转 5 月 27 号 凌晨 三点 的 欧冠 决赛 现场	0
不用 取消 10 号 5 点 的 提醒	4
查 一下 恒隆 广场 怎么 去	7
找 一下 到 万州 的 路	7
1 分钟 后 我 要 知道 的 是 南昌 飞 深圳 的 飞机 起飞 了 吗	7
把 李易峰 版 的 盗墓 笔记 调出 来看 一会儿	5
查询 河南 室内外 温差	6
六点 了 打开 少儿 台看 棉花 糖 和 云朵 妈妈	11
我要 设置 一个 明天 凌晨 的 闹铃	4
运动 时候 听 的 音乐 随机 播放 吧	1
能 不能 定 一个 星期一 至 星期四 早上 八点 的 闹铃	4
昨天 陇西 刮风 了 吗	6
我 有点 想 听 哥哥 的 歌 呢 ， 随机 一首 就 可以	1
调 高 南边 的 空调	2
找 一首 TFboys 的 宠爱 听 一 听	1
播放 出山 ， 花粥 、 王胜 男 合唱 的 啊	1
